,GPT,GPT-Replace-400-2,GPT-Replace-400-4,GPT-Replace-400-6,GPT-Replace-400-10,GPT-Replace-400-20,GPT-Replace-400-40
43,0.4833333333333334,0.49000000000000005,0.5033333333333333,0.47000000000000003,0.4833333333333334,0.48999999999999994,0.5
44,0.48666666666666664,0.5133333333333333,0.4966666666666667,0.4699999999999999,0.4966666666666666,0.51,0.5166666666666667
45,0.47333333333333333,0.48666666666666664,0.4766666666666667,0.47333333333333333,0.4833333333333333,0.46333333333333326,0.5133333333333333
46,0.4866666666666667,0.4933333333333333,0.47000000000000003,0.48,0.47333333333333333,0.4933333333333333,0.5466666666666666
47,0.5266666666666666,0.5,0.5233333333333333,0.5133333333333333,0.5166666666666667,0.52,0.5433333333333332
48,0.4966666666666667,0.47333333333333333,0.48999999999999994,0.5166666666666666,0.4833333333333333,0.5033333333333333,0.5333333333333333
49,0.4633333333333334,0.4566666666666667,0.44333333333333336,0.49333333333333335,0.47000000000000003,0.46000000000000013,0.4966666666666667
50,0.51,0.51,0.4966666666666667,0.5033333333333333,0.5033333333333333,0.4666666666666667,0.5333333333333333
51,0.47666666666666674,0.4800000000000001,0.45666666666666667,0.49333333333333335,0.48999999999999994,0.4633333333333334,0.4933333333333333
52,0.4966666666666667,0.45,0.4800000000000001,0.4800000000000001,0.48666666666666664,0.47333333333333333,0.52
53,0.4633333333333335,0.47999999999999987,0.45666666666666667,0.4833333333333333,0.4666666666666666,0.5033333333333333,0.5233333333333332
54,0.5033333333333333,0.45666666666666667,0.4699999999999999,0.4600000000000001,0.47000000000000003,0.47333333333333333,0.5466666666666666
55,0.5066666666666666,0.4966666666666667,0.5066666666666666,0.51,0.4966666666666667,0.4966666666666667,0.51
56,0.4833333333333333,0.48666666666666664,0.4766666666666667,0.48,0.48999999999999994,0.48999999999999994,0.5166666666666666
57,0.5166666666666666,0.4833333333333333,0.51,0.4966666666666667,0.5233333333333332,0.49000000000000005,0.5066666666666667
58,0.5133333333333333,0.4966666666666666,0.5066666666666666,0.5233333333333333,0.51,0.5166666666666667,0.5133333333333333
59,0.45999999999999996,0.48666666666666664,0.4800000000000001,0.47333333333333333,0.4966666666666667,0.47666666666666674,0.5066666666666666
60,0.4800000000000001,0.5066666666666666,0.4966666666666667,0.5066666666666666,0.5033333333333333,0.51,0.5466666666666666
61,0.4866666666666667,0.5000000000000001,0.4866666666666667,0.53,0.47666666666666674,0.49333333333333335,0.53
62,0.47000000000000003,0.49333333333333335,0.45999999999999996,0.49000000000000005,0.5133333333333334,0.5,0.5266666666666666
63,0.5266666666666666,0.52,0.5333333333333334,0.5333333333333333,0.5233333333333333,0.5266666666666666,0.55
64,0.49333333333333335,0.5066666666666666,0.47000000000000003,0.49333333333333335,0.4866666666666667,0.52,0.5433333333333333
65,0.5033333333333333,0.5166666666666666,0.5033333333333333,0.4966666666666667,0.5033333333333332,0.5,0.5933333333333333
66,0.5199999999999999,0.51,0.5033333333333334,0.5266666666666666,0.5233333333333332,0.4933333333333333,0.58
67,0.5199999999999999,0.5266666666666666,0.5266666666666666,0.5366666666666666,0.5366666666666667,0.5266666666666666,0.6066666666666667
68,0.5166666666666667,0.4833333333333333,0.4933333333333333,0.47000000000000003,0.4833333333333334,0.47333333333333333,0.5266666666666666
69,0.4766666666666667,0.4999999999999999,0.4766666666666667,0.4699999999999999,0.4933333333333333,0.4966666666666667,0.54
70,0.4933333333333333,0.4833333333333333,0.4966666666666667,0.49333333333333335,0.5000000000000001,0.5399999999999999,0.5133333333333333
71,0.48666666666666664,0.48666666666666664,0.47333333333333333,0.47000000000000003,0.44666666666666666,0.49333333333333335,0.4833333333333333
72,0.4633333333333334,0.5,0.5033333333333333,0.49333333333333335,0.5033333333333333,0.51,0.5599999999999999
73,0.5033333333333334,0.4833333333333333,0.5,0.5066666666666666,0.4866666666666667,0.4966666666666667,0.5166666666666666
74,0.48666666666666664,0.4833333333333334,0.4666666666666666,0.5066666666666667,0.48666666666666664,0.5166666666666666,0.5399999999999999
75,0.53,0.5466666666666666,0.5599999999999999,0.4933333333333333,0.5433333333333333,0.5233333333333332,0.5433333333333332
76,0.53,0.53,0.5366666666666666,0.5133333333333333,0.5433333333333332,0.5466666666666666,0.5933333333333333
77,0.4833333333333334,0.48666666666666664,0.5166666666666666,0.5,0.5033333333333333,0.5666666666666667,0.5533333333333333
78,0.5333333333333333,0.5399999999999998,0.5599999999999999,0.5333333333333333,0.5366666666666666,0.5433333333333332,0.6033333333333333
79,0.47999999999999987,0.47666666666666674,0.5133333333333334,0.4766666666666667,0.44666666666666666,0.4700000000000001,0.5433333333333332
80,0.5199999999999999,0.5033333333333333,0.5266666666666666,0.5166666666666666,0.5033333333333333,0.5433333333333332,0.5733333333333334
81,0.48666666666666664,0.5033333333333333,0.4966666666666666,0.4833333333333333,0.5166666666666666,0.5266666666666666,0.6133333333333333
82,0.5066666666666666,0.5133333333333333,0.5166666666666666,0.5033333333333333,0.5066666666666666,0.55,0.6133333333333334
83,0.4933333333333333,0.5466666666666666,0.5533333333333333,0.5266666666666666,0.5399999999999999,0.5633333333333332,0.5933333333333332
84,0.4966666666666666,0.5033333333333333,0.5,0.4966666666666667,0.5033333333333334,0.4966666666666666,0.5866666666666666
85,0.4866666666666667,0.5233333333333332,0.5166666666666666,0.53,0.5066666666666666,0.5166666666666666,0.5966666666666667
86,0.5299999999999999,0.5333333333333333,0.5066666666666666,0.5299999999999999,0.5533333333333333,0.5499999999999998,0.6133333333333334
87,0.5433333333333333,0.5466666666666666,0.5333333333333333,0.55,0.5466666666666666,0.5866666666666667,0.6233333333333333
88,0.53,0.5366666666666665,0.5066666666666666,0.5199999999999999,0.5133333333333334,0.5133333333333333,0.5633333333333332
89,0.5133333333333333,0.5233333333333332,0.5366666666666666,0.5266666666666666,0.5199999999999999,0.5433333333333333,0.6333333333333333
90,0.5266666666666666,0.5466666666666666,0.5666666666666667,0.5666666666666667,0.55,0.6133333333333332,0.6433333333333333
91,0.5333333333333333,0.5233333333333333,0.5166666666666666,0.53,0.5366666666666666,0.55,0.5833333333333333
92,0.5266666666666666,0.5433333333333332,0.5433333333333332,0.5566666666666666,0.5266666666666666,0.5966666666666667,0.6499999999999999
93,0.5133333333333333,0.53,0.5066666666666666,0.5033333333333333,0.5133333333333333,0.55,0.58
94,0.4933333333333333,0.5199999999999999,0.53,0.4933333333333333,0.5166666666666667,0.5399999999999999,0.5900000000000001
95,0.5233333333333332,0.5399999999999999,0.52,0.5066666666666666,0.54,0.5266666666666666,0.5733333333333334
96,0.5066666666666666,0.53,0.5233333333333333,0.5433333333333333,0.5399999999999999,0.5033333333333333,0.6166666666666666
97,0.5366666666666666,0.5233333333333334,0.5466666666666666,0.5266666666666666,0.5399999999999999,0.5466666666666667,0.6166666666666666
98,0.5633333333333332,0.5266666666666666,0.5566666666666666,0.56,0.5533333333333333,0.5599999999999999,0.6133333333333333
99,0.4966666666666667,0.53,0.51,0.54,0.5233333333333332,0.5333333333333333,0.6033333333333333
100,0.5566666666666665,0.5466666666666666,0.5666666666666667,0.5633333333333332,0.5866666666666666,0.48,0.64
101,0.5433333333333332,0.5233333333333333,0.5133333333333333,0.5399999999999999,0.5266666666666666,0.53,0.59
102,0.5233333333333333,0.5433333333333332,0.5466666666666666,0.5233333333333332,0.5466666666666666,0.5033333333333333,0.6333333333333333
103,0.5166666666666667,0.5499999999999999,0.5433333333333333,0.5533333333333333,0.5633333333333332,0.5,0.6366666666666667
104,0.5366666666666666,0.55,0.5333333333333333,0.5599999999999999,0.5333333333333334,0.48,0.6033333333333333
105,0.5266666666666666,0.5266666666666666,0.5266666666666667,0.5166666666666666,0.53,0.57,0.6366666666666666
106,0.5399999999999999,0.5566666666666666,0.54,0.5499999999999999,0.5599999999999999,0.5599999999999999,0.6100000000000001
107,0.5033333333333333,0.5266666666666666,0.4999999999999999,0.5333333333333334,0.5366666666666666,0.53,0.6066666666666667
108,0.5,0.5233333333333333,0.49333333333333335,0.5133333333333334,0.5,0.5499999999999998,0.6233333333333334
109,0.5399999999999998,0.5266666666666666,0.5466666666666666,0.5466666666666666,0.5466666666666666,0.5666666666666667,0.6433333333333333
110,0.5466666666666666,0.5066666666666666,0.5333333333333333,0.5133333333333333,0.5266666666666666,0.5366666666666666,0.6066666666666667
111,0.5433333333333333,0.5666666666666667,0.5399999999999999,0.5633333333333332,0.5700000000000001,0.57,0.6199999999999999
112,0.5266666666666666,0.53,0.5466666666666666,0.54,0.5599999999999999,0.5733333333333333,0.6433333333333333
113,0.5266666666666666,0.5033333333333333,0.5033333333333333,0.5233333333333332,0.5033333333333333,0.5466666666666666,0.6033333333333334
114,0.5366666666666668,0.5533333333333333,0.5433333333333333,0.5599999999999999,0.5533333333333331,0.56,0.6733333333333333
115,0.5599999999999999,0.5399999999999999,0.52,0.5599999999999999,0.5866666666666666,0.5833333333333333,0.6066666666666666
116,0.5399999999999998,0.5499999999999999,0.5333333333333334,0.5533333333333333,0.5566666666666666,0.5866666666666666,0.5933333333333332
117,0.5166666666666667,0.5199999999999999,0.5199999999999999,0.5066666666666667,0.5199999999999999,0.5633333333333332,0.6033333333333333
118,0.5399999999999998,0.5599999999999999,0.5499999999999999,0.5533333333333333,0.5833333333333333,0.5666666666666667,0.6133333333333333
119,0.5166666666666666,0.5266666666666666,0.5233333333333333,0.5566666666666666,0.5766666666666667,0.5933333333333333,0.6
120,0.5800000000000001,0.57,0.5799999999999998,0.5866666666666666,0.6033333333333333,0.58,0.6366666666666666
121,0.5433333333333332,0.5533333333333333,0.5799999999999998,0.5599999999999999,0.5633333333333335,0.6066666666666666,0.6333333333333334
122,0.53,0.5399999999999999,0.5266666666666666,0.5466666666666666,0.55,0.57,0.6399999999999999
123,0.51,0.51,0.5166666666666667,0.5333333333333333,0.55,0.6233333333333333,0.6399999999999999
124,0.5533333333333333,0.53,0.56,0.5566666666666666,0.5666666666666667,0.5999999999999999,0.6533333333333334
125,0.5566666666666666,0.5700000000000001,0.5633333333333334,0.5599999999999999,0.5599999999999999,0.6333333333333333,0.6433333333333333
126,0.5366666666666666,0.54,0.5433333333333332,0.5233333333333332,0.5366666666666666,0.6166666666666666,0.6599999999999999
127,0.5433333333333332,0.54,0.5433333333333332,0.5533333333333333,0.5733333333333333,0.6199999999999999,0.6399999999999999
128,0.5433333333333332,0.5766666666666665,0.5733333333333333,0.57,0.59,0.6500000000000001,0.6833333333333332
129,0.5399999999999999,0.5733333333333333,0.5633333333333332,0.5433333333333332,0.5766666666666665,0.5966666666666667,0.6599999999999999
130,0.5266666666666666,0.57,0.5399999999999999,0.5466666666666666,0.5599999999999999,0.6,0.6766666666666666
131,0.5033333333333333,0.5333333333333333,0.5266666666666666,0.5533333333333333,0.5366666666666667,0.6133333333333332,0.6433333333333333
132,0.5533333333333333,0.5466666666666666,0.5533333333333335,0.5666666666666667,0.6033333333333334,0.6500000000000001,0.6733333333333332
133,0.53,0.5399999999999999,0.55,0.5733333333333333,0.5999999999999999,0.6466666666666667,0.6533333333333334
134,0.5333333333333334,0.5533333333333332,0.5599999999999999,0.57,0.5966666666666666,0.6533333333333333,0.6666666666666666
135,0.5433333333333332,0.5066666666666666,0.55,0.55,0.5599999999999999,0.6033333333333332,0.6766666666666666
136,0.5499999999999998,0.5599999999999999,0.5766666666666665,0.5633333333333332,0.58,0.6066666666666666,0.6633333333333333
137,0.5233333333333333,0.53,0.5233333333333332,0.5233333333333333,0.5533333333333333,0.5666666666666667,0.65
138,0.5333333333333333,0.5533333333333333,0.5433333333333332,0.5599999999999999,0.5566666666666665,0.6533333333333332,0.6599999999999999
139,0.5366666666666665,0.5433333333333333,0.5433333333333333,0.5566666666666666,0.59,0.6133333333333334,0.6866666666666666
140,0.5566666666666666,0.54,0.5499999999999999,0.5766666666666667,0.6133333333333333,0.6533333333333333,0.7066666666666668
141,0.4966666666666667,0.49000000000000005,0.5233333333333333,0.49000000000000005,0.5299999999999999,0.6266666666666667,0.6799999999999999
142,0.5166666666666666,0.52,0.5466666666666666,0.5599999999999999,0.5933333333333332,0.6233333333333334,0.7033333333333334
143,0.5133333333333333,0.5,0.5366666666666666,0.5199999999999999,0.5366666666666665,0.6366666666666666,0.6566666666666667
144,0.5166666666666666,0.5433333333333332,0.5466666666666666,0.5366666666666666,0.5866666666666667,0.5933333333333334,0.65
145,0.55,0.5700000000000001,0.5700000000000001,0.5666666666666667,0.5900000000000001,0.6533333333333334,0.6699999999999999
146,0.5266666666666666,0.5433333333333332,0.5333333333333333,0.5599999999999999,0.5633333333333332,0.61,0.6433333333333333
147,0.53,0.5333333333333332,0.5333333333333332,0.5799999999999998,0.5666666666666667,0.6066666666666667,0.6866666666666668
148,0.51,0.5466666666666666,0.5366666666666666,0.5366666666666666,0.5733333333333334,0.65,0.6633333333333333
149,0.5633333333333332,0.5599999999999999,0.5366666666666667,0.5633333333333332,0.62,0.62,0.6599999999999999
150,0.5066666666666666,0.48999999999999994,0.5166666666666667,0.5366666666666666,0.5800000000000001,0.6433333333333332,0.6699999999999999
151,0.5066666666666666,0.53,0.5200000000000001,0.56,0.5766666666666667,0.6300000000000001,0.6533333333333333
152,0.5533333333333333,0.5333333333333333,0.5433333333333333,0.5366666666666666,0.5066666666666666,0.6066666666666667,0.6599999999999999
153,0.5166666666666666,0.5199999999999999,0.5266666666666666,0.5466666666666665,0.5833333333333333,0.6366666666666666,0.6533333333333334
154,0.5133333333333333,0.5433333333333332,0.5366666666666667,0.54,0.5433333333333333,0.6133333333333334,0.63
155,0.53,0.5299999999999999,0.52,0.5199999999999999,0.5533333333333333,0.6,0.6299999999999999
156,0.5666666666666667,0.5666666666666667,0.58,0.5666666666666667,0.6,0.6433333333333333,0.6533333333333333
157,0.5333333333333332,0.5233333333333332,0.53,0.5366666666666667,0.58,0.6666666666666667,0.6933333333333332
158,0.5433333333333333,0.5633333333333334,0.6,0.5733333333333333,0.61,0.6866666666666668,0.6966666666666668
159,0.5233333333333333,0.5199999999999999,0.5233333333333333,0.5266666666666666,0.5233333333333334,0.58,0.66
160,0.5266666666666667,0.55,0.5466666666666666,0.5333333333333333,0.58,0.65,0.6866666666666666
161,0.5166666666666666,0.5599999999999999,0.5399999999999999,0.57,0.6233333333333333,0.6366666666666667,0.6399999999999999
162,0.52,0.5166666666666666,0.5233333333333333,0.5333333333333333,0.5833333333333334,0.6066666666666667,0.6366666666666667
163,0.5,0.52,0.5199999999999999,0.5166666666666666,0.5866666666666667,0.6266666666666667,0.6566666666666665
164,0.5533333333333333,0.5866666666666667,0.5733333333333334,0.5766666666666665,0.64,0.6733333333333335,0.6733333333333333
165,0.5466666666666666,0.5266666666666666,0.57,0.5533333333333333,0.6166666666666666,0.69,0.68
166,0.58,0.5733333333333334,0.5700000000000001,0.5733333333333334,0.6300000000000001,0.6900000000000001,0.6966666666666667
167,0.5433333333333334,0.58,0.5833333333333334,0.5766666666666665,0.5799999999999998,0.6499999999999999,0.6933333333333332
168,0.5899999999999999,0.6033333333333332,0.6033333333333333,0.5866666666666667,0.6466666666666667,0.7,0.7066666666666667
169,0.5166666666666666,0.5133333333333333,0.5266666666666666,0.5233333333333333,0.5633333333333332,0.6366666666666665,0.6566666666666667
170,0.5766666666666668,0.5599999999999999,0.5700000000000001,0.5833333333333334,0.6233333333333333,0.6666666666666666,0.7133333333333333
171,0.5233333333333332,0.5133333333333334,0.5533333333333333,0.53,0.5333333333333333,0.61,0.6199999999999999
172,0.5266666666666666,0.5466666666666666,0.5566666666666666,0.5399999999999999,0.5900000000000001,0.6033333333333333,0.6433333333333333
173,0.5466666666666666,0.54,0.5433333333333333,0.5766666666666665,0.61,0.63,0.6733333333333333
174,0.5499999999999999,0.5466666666666666,0.5199999999999999,0.5566666666666666,0.61,0.6333333333333334,0.65
175,0.5166666666666666,0.5333333333333334,0.5599999999999999,0.55,0.5633333333333334,0.6633333333333333,0.6333333333333333
176,0.5399999999999999,0.5499999999999999,0.5066666666666666,0.5433333333333332,0.5833333333333334,0.6566666666666666,0.6866666666666666
177,0.5333333333333333,0.5533333333333333,0.55,0.55,0.61,0.6566666666666666,0.6366666666666667
178,0.5466666666666666,0.5466666666666666,0.5566666666666666,0.5733333333333333,0.6133333333333333,0.6866666666666668,0.6833333333333333
179,0.4933333333333333,0.5133333333333333,0.52,0.5433333333333332,0.59,0.6733333333333333,0.6866666666666666
180,0.5399999999999999,0.55,0.5700000000000001,0.5566666666666666,0.6066666666666666,0.6733333333333333,0.7
181,0.5499999999999999,0.54,0.5900000000000001,0.6033333333333333,0.6533333333333333,0.7000000000000001,0.7100000000000001
182,0.5433333333333332,0.5466666666666666,0.5799999999999998,0.5866666666666667,0.64,0.6799999999999999,0.7000000000000001
183,0.51,0.53,0.5433333333333332,0.5566666666666666,0.6466666666666667,0.6733333333333333,0.6666666666666666
184,0.5433333333333333,0.5799999999999998,0.5866666666666667,0.5966666666666667,0.6366666666666666,0.6666666666666667,0.7233333333333334
185,0.5833333333333334,0.57,0.5900000000000001,0.6,0.5933333333333333,0.7000000000000001,0.71
186,0.5533333333333332,0.5833333333333333,0.5900000000000001,0.6466666666666667,0.6233333333333333,0.7066666666666668,0.7133333333333334
187,0.54,0.5599999999999999,0.5533333333333332,0.5700000000000001,0.6099999999999999,0.6533333333333333,0.6966666666666667
188,0.52,0.5566666666666666,0.55,0.5633333333333332,0.5666666666666667,0.6866666666666668,0.6799999999999999
189,0.5333333333333333,0.51,0.57,0.5466666666666666,0.55,0.6,0.68
190,0.54,0.5533333333333332,0.56,0.5866666666666667,0.5766666666666665,0.6766666666666666,0.6966666666666665
191,0.5366666666666667,0.5399999999999999,0.5733333333333334,0.5766666666666667,0.5566666666666665,0.6833333333333332,0.7066666666666668
192,0.5033333333333333,0.5166666666666667,0.5066666666666666,0.5433333333333333,0.5066666666666666,0.6199999999999999,0.65
193,0.53,0.5566666666666666,0.5766666666666665,0.5633333333333334,0.5466666666666666,0.6566666666666666,0.6433333333333333
194,0.5333333333333333,0.5266666666666666,0.54,0.5366666666666666,0.5799999999999998,0.6666666666666667,0.6866666666666666
195,0.5433333333333332,0.5433333333333333,0.5566666666666666,0.5733333333333333,0.45,0.6833333333333333,0.6966666666666665
196,0.5333333333333333,0.5666666666666667,0.5733333333333333,0.5833333333333333,0.45,0.69,0.66
197,0.53,0.5166666666666666,0.54,0.5700000000000001,0.4766666666666667,0.6666666666666666,0.65
198,0.5533333333333332,0.5433333333333332,0.5799999999999998,0.6133333333333333,0.4766666666666667,0.7000000000000001,0.7133333333333333
199,0.5266666666666666,0.5533333333333335,0.5666666666666667,0.5933333333333334,0.4766666666666667,0.6633333333333333,0.6466666666666666
200,0.5733333333333333,0.5733333333333335,0.5833333333333334,0.59,0.5733333333333333,0.6833333333333333,0.69
201,0.6133333333333335,0.6133333333333333,0.6166666666666667,0.61,0.5566666666666666,0.72,0.7366666666666667
202,0.5733333333333334,0.5566666666666666,0.5599999999999999,0.6366666666666667,0.5333333333333333,0.6799999999999999,0.7033333333333334
203,0.5466666666666666,0.5466666666666666,0.5666666666666667,0.5766666666666667,0.5566666666666666,0.6566666666666666,0.67
204,0.5399999999999999,0.6133333333333332,0.5866666666666667,0.6166666666666666,0.5700000000000001,0.7066666666666667,0.6766666666666666
205,0.5566666666666666,0.5566666666666668,0.5766666666666665,0.6133333333333333,0.5666666666666667,0.7033333333333334,0.7500000000000001
206,0.5733333333333333,0.5733333333333333,0.63,0.6033333333333333,0.6,0.7366666666666666,0.7433333333333334
207,0.57,0.5733333333333333,0.5666666666666667,0.6033333333333333,0.5866666666666667,0.7133333333333333,0.7633333333333333
208,0.5266666666666666,0.53,0.5566666666666666,0.55,0.5433333333333332,0.6333333333333334,0.6733333333333333
209,0.5366666666666667,0.5366666666666666,0.54,0.5899999999999999,0.5633333333333332,0.6799999999999999,0.7166666666666667
210,0.5599999999999999,0.53,0.5433333333333333,0.5599999999999999,0.6066666666666667,0.67,0.7166666666666666
211,0.5933333333333333,0.6,0.6066666666666666,0.6233333333333333,0.6233333333333334,0.7133333333333334,0.7433333333333333
212,0.55,0.5466666666666666,0.5366666666666667,0.5633333333333332,0.57,0.6599999999999999,0.6766666666666666
213,0.5299999999999999,0.5333333333333333,0.5533333333333332,0.5299999999999999,0.5599999999999998,0.65,0.7033333333333334
214,0.5333333333333334,0.5199999999999999,0.5766666666666667,0.6166666666666667,0.5999999999999999,0.67,0.7
215,0.5466666666666666,0.5599999999999999,0.5900000000000001,0.6100000000000001,0.5999999999999999,0.6433333333333333,0.6866666666666666
216,0.5666666666666667,0.5633333333333332,0.6033333333333333,0.6533333333333334,0.6166666666666666,0.6766666666666665,0.7166666666666666
217,0.5866666666666666,0.5966666666666665,0.5733333333333333,0.6066666666666667,0.5933333333333333,0.6533333333333334,0.7100000000000001
218,0.49333333333333346,0.47000000000000003,0.5133333333333334,0.54,0.5933333333333334,0.6066666666666666,0.6066666666666667
219,0.5666666666666667,0.5666666666666667,0.59,0.6733333333333335,0.6399999999999999,0.6866666666666666,0.7133333333333334
220,0.5466666666666666,0.5833333333333333,0.5599999999999999,0.6366666666666667,0.6133333333333333,0.71,0.7366666666666666
221,0.5366666666666666,0.5666666666666665,0.5566666666666668,0.5866666666666666,0.6233333333333333,0.6766666666666666,0.6799999999999999
222,0.4966666666666666,0.5366666666666667,0.54,0.5733333333333334,0.6399999999999999,0.6766666666666667,0.7133333333333335
223,0.5033333333333333,0.52,0.5599999999999999,0.5833333333333334,0.5866666666666667,0.6733333333333332,0.7366666666666666
224,0.5,0.5733333333333334,0.56,0.5733333333333333,0.5999999999999999,0.6666666666666667,0.7233333333333334
225,0.5666666666666667,0.5466666666666666,0.5833333333333333,0.6066666666666667,0.64,0.6866666666666666,0.7
226,0.5566666666666666,0.5633333333333332,0.5666666666666667,0.61,0.65,0.7133333333333334,0.72
227,0.5299999999999999,0.5366666666666666,0.55,0.5833333333333334,0.6599999999999999,0.6833333333333333,0.7
228,0.5999999999999999,0.5999999999999999,0.6233333333333333,0.64,0.6733333333333335,0.7333333333333333,0.7466666666666667
229,0.5766666666666667,0.56,0.5933333333333333,0.62,0.6599999999999999,0.7,0.7300000000000001
230,0.5066666666666667,0.5766666666666667,0.5700000000000001,0.6366666666666666,0.6166666666666666,0.6866666666666666,0.7066666666666667
231,0.5599999999999999,0.5733333333333333,0.5700000000000001,0.64,0.6866666666666668,0.71,0.7366666666666667
