ID_question,0,1,2,3,4,5,6,7,8,9
32265,0.0,0.0,55.0,80.0,73.0,50.0,50.0,50.0,74.0,50.0
32266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32267,,40.0,80.0,0.0,20.0,0.0,70.0,81.0,85.0,45.0
32268,43.0,85.0,50.0,,30.0,60.0,30.0,64.0,65.0,
32269,50.0,55.0,50.0,85.0,50.0,50.0,53.0,50.0,50.0,67.0
32270,75.0,75.0,50.0,50.0,24.0,50.0,75.0,50.0,50.0,60.0
32271,0.0,33.0,50.0,100.0,75.0,38.0,0.0,0.0,50.0,55.0
32272,50.0,70.0,50.0,50.0,50.0,40.0,0.0,50.0,100.0,40.0
32273,80.0,96.0,60.0,30.0,70.0,100.0,55.0,100.0,68.0,82.0
32274,40.0,70.0,20.0,70.0,80.0,30.0,60.0,50.0,65.0,87.0
32275,70.0,60.0,70.0,75.0,78.0,70.0,82.0,85.0,75.0,60.0
32276,50.0,70.0,52.0,10.0,40.0,25.0,50.0,,20.0,77.0
32277,50.0,50.0,50.0,50.0,50.0,55.0,50.0,60.0,50.0,50.0
32278,75.0,85.0,79.0,,85.0,85.0,75.0,85.0,60.0,80.0
32279,10.0,20.0,35.0,50.0,30.0,20.0,30.0,20.0,30.0,20.0
32280,50.0,,95.0,99.0,72.0,72.0,70.0,50.0,74.0,90.0
32281,67.0,,,50.0,50.0,45.0,65.0,78.0,75.0,50.0
32282,0.0,50.0,70.0,60.0,100.0,100.0,80.0,68.0,70.0,75.0
32283,35.0,52.0,50.0,50.0,50.0,26.0,50.0,100.0,58.0,50.0
32284,100.0,63.0,100.0,50.0,50.0,65.0,50.0,50.0,65.0,81.0
32285,50.0,50.0,,50.0,70.0,50.0,65.0,48.0,50.0,50.0
32286,50.0,50.0,42.0,60.0,50.0,70.0,70.0,50.0,20.0,75.0
32287,62.0,50.0,50.0,45.0,35.0,50.0,50.0,37.0,50.0,50.0
32288,49.0,12.0,67.0,,48.0,50.0,50.0,50.0,50.0,20.0
